File Name,Phrase 1,Phrase 2,Similarity
,she is on night watch at the hospital,watch your step while walking,0.28426045826944485
,she is on night watch at the hospital,his watch is five minutes fast,0.3179919537309395
,she is on night watch at the hospital,the coastguard is always on watch,0.3575223830775266
,she is on night watch at the hospital,the new watch model has gps tracking,0.22918966520115186
,she is on night watch at the hospital,i had to watch my spending this month,0.22546545652343353
,she is on night watch at the hospital,the coach told him to watch his temper,0.15986374898280298
,watch your step while walking,his watch is five minutes fast,0.24217475419015216
,watch your step while walking,the coastguard is always on watch,0.32149850378994954
,watch your step while walking,the new watch model has gps tracking,0.24023441861497713
,watch your step while walking,i had to watch my spending this month,0.30968299964610346
,watch your step while walking,the coach told him to watch his temper,0.26979877519030443
,his watch is five minutes fast,the coastguard is always on watch,0.25291820512122193
,his watch is five minutes fast,the new watch model has gps tracking,0.3784588393134118
,his watch is five minutes fast,i had to watch my spending this month,0.29195756666792777
,his watch is five minutes fast,the coach told him to watch his temper,0.2789206072283313
,the coastguard is always on watch,the new watch model has gps tracking,0.2821133151706009
,the coastguard is always on watch,i had to watch my spending this month,0.2107804771635242
,the coastguard is always on watch,the coach told him to watch his temper,0.2215195295911194
,the new watch model has gps tracking,i had to watch my spending this month,0.21047324308066453
,the new watch model has gps tracking,the coach told him to watch his temper,0.13308616811923246
,i had to watch my spending this month,the coach told him to watch his temper,0.2760805872462526
,,,
,,,
,,,
